N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
580688,2021-12-05,15550.0,United Kingdom,43,"142,35"
580527,2021-12-04,13736.0,United Kingdom,269,"374,37"
570094,2021-10-07,16029.0,United Kingdom,2304,"4186,08"
578786,2021-11-25,13184.0,United Kingdom,125,"196,85"
565246,2021-09-02,12408.0,Belgium,310,"642,28"
560568,2021-07-19,13895.0,United Kingdom,248,"554,84"
580992,2021-12-06,14282.0,United Kingdom,60,"87,30"
C558468,2021-06-29,17389.0,United Kingdom,-1,"-8,50"
569935,2021-10-06,00000,United Kingdom,1,"0,00"
558841,2021-07-04,12471.0,Germany,1,"30,00"
574940,2021-11-07,14929.0,United Kingdom,136,"223,88"
564922,2021-08-31,00000,United Kingdom,5,"0,00"
537197,2020-12-05,12647.0,Germany,80,"286,50"
567975,2021-09-23,17416.0,United Kingdom,320,"584,32"
559402,2021-07-08,00000,United Kingdom,-8,"0,00"
536762,2020-12-02,16186.0,United Kingdom,231,"307,68"
544607,2021-02-22,13862.0,United Kingdom,169,"253,75"
551961,2021-05-05,13883.0,United Kingdom,192,"386,50"
561483,2021-07-27,00000,United Kingdom,4,"0,00"
550523,2021-04-19,15594.0,United Kingdom,145,"267,91"
556486,2021-06-12,17422.0,United Kingdom,688,"375,04"
559356,2021-07-07,15416.0,United Kingdom,390,"869,90"
555097,2021-05-31,16333.0,United Kingdom,96,"177,60"
560731,2021-07-20,16149.0,United Kingdom,168,"163,68"
567623,2021-09-21,17415.0,United Kingdom,114,"507,84"
551234,2021-04-27,17450.0,United Kingdom,184,"476,40"
558125,2021-06-27,16422.0,United Kingdom,656,"1112,32"
C569944,2021-10-06,17405.0,United Kingdom,-9,"-30,23"
545994,2021-03-08,12623.0,Germany,191,"305,10"
545512,2021-03-03,17389.0,United Kingdom,42,"124,68"
573181,2021-10-28,00000,United Kingdom,1,"2,08"
562940,2021-08-11,15498.0,United Kingdom,50,"337,50"
541979,2021-01-24,14911.0,EIRE,47,"282,44"
551340,2021-04-27,00000,United Kingdom,357,"1416,36"
575299,2021-11-09,14691.0,United Kingdom,100,"345,26"
556916,2021-06-15,16898.0,United Kingdom,152,"203,39"
581571,2021-12-09,15311.0,United Kingdom,270,"494,60"
560601,2021-07-19,16764.0,United Kingdom,95,"176,68"
569018,2021-09-30,12676.0,Sweden,109,"151,68"
551143,2021-04-26,13092.0,United Kingdom,26,"103,30"
559459,2021-07-08,15311.0,United Kingdom,270,"454,28"
570230,2021-10-09,18088.0,United Kingdom,109,"167,67"
C540270,2021-01-06,14680.0,United Kingdom,-8,"-39,40"
C555639,2021-06-06,13458.0,United Kingdom,-4,"-18,80"
565855,2021-09-07,15114.0,United Kingdom,308,"324,96"
577027,2021-11-17,12647.0,Germany,132,"321,15"
537755,2020-12-08,16525.0,United Kingdom,198,"411,44"
569077,2021-09-30,13092.0,United Kingdom,184,"38,08"
558371,2021-06-28,00000,United Kingdom,772,"3668,64"
543123,2021-02-03,18178.0,United Kingdom,182,"333,30"
560807,2021-07-21,18143.0,United Kingdom,308,"480,18"
C538628,2020-12-13,17231.0,United Kingdom,-2,"-15,70"
548409,2021-03-31,12731.0,France,946,"1937,06"
546146,2021-03-09,00000,United Kingdom,-40,"0,00"
567668,2021-09-21,00000,United Kingdom,424,"1838,53"
560602,2021-07-20,13629.0,United Kingdom,222,"336,36"
C562111,2021-08-02,15125.0,United Kingdom,-1,"-3,75"
541989,2021-01-25,13615.0,United Kingdom,189,"417,69"
572772,2021-10-26,17511.0,United Kingdom,1167,"1820,89"
566294,2021-09-11,15533.0,United Kingdom,150,"449,66"
553922,2021-05-20,17926.0,United Kingdom,134,"211,73"
C553536,2021-05-17,14051.0,United Kingdom,-2,"-16,30"
C576921,2021-11-17,17613.0,United Kingdom,-20,"-25,00"
560431,2021-07-18,00000,United Kingdom,1,"611,86"
578805,2021-11-25,16401.0,United Kingdom,312,"396,14"
C580686,2021-12-05,15984.0,United Kingdom,-10,"-20,70"
581202,2021-12-07,00000,United Kingdom,41,"0,00"
C551541,2021-05-03,13692.0,United Kingdom,-1,"-14,95"
552000,2021-05-05,00000,United Kingdom,325,"1118,28"
C578803,2021-11-25,16764.0,United Kingdom,-2,"-14,45"
553488,2021-05-17,18043.0,United Kingdom,74,"135,35"
577134,2021-11-18,14434.0,United Kingdom,68,"340,80"
577802,2021-11-21,15132.0,United Kingdom,10,"29,50"
C553424,2021-05-17,17811.0,United Kingdom,-1,"-0,85"
579180,2021-11-28,13881.0,United Kingdom,344,"621,60"
554982,2021-05-29,17152.0,United Kingdom,271,"1155,60"
577140,2021-11-18,13269.0,United Kingdom,18,"55,60"
566246,2021-09-11,13941.0,United Kingdom,396,"1028,04"
C558735,2021-07-01,16700.0,United Kingdom,-1,"-12,75"
552456,2021-05-09,13999.0,United Kingdom,262,"335,64"
578364,2021-11-24,13588.0,United Kingdom,187,"220,20"
555164,2021-06-01,14646.0,Netherlands,1836,"3623,20"
568065,2021-09-23,16240.0,United Kingdom,935,"1824,79"
C578355,2021-11-24,14397.0,United Kingdom,-12,"-17,10"
546739,2021-03-16,17511.0,United Kingdom,2374,"3018,34"
544281,2021-02-17,12500.0,Germany,303,"373,98"
C542092,2021-01-25,14389.0,United Kingdom,-8,"-12,54"
572889,2021-10-26,12748.0,United Kingdom,157,"185,35"
580996,2021-12-06,14578.0,United Kingdom,240,"168,63"
556185,2021-06-09,16592.0,United Kingdom,36,"30,60"
560548,2021-07-19,17867.0,United Kingdom,42,"121,38"
557011,2021-06-16,16279.0,United Kingdom,156,"359,08"
558811,2021-07-04,00000,United Kingdom,42,"198,80"
542896,2021-02-01,15981.0,United Kingdom,40,"270,00"
579540,2021-11-30,13658.0,United Kingdom,172,"434,80"
546393,2021-03-11,00000,United Kingdom,1,"1,95"
557957,2021-06-23,13969.0,United Kingdom,253,"551,72"
537200,2020-12-05,15867.0,United Kingdom,47,"112,90"
580737,2021-12-06,14140.0,United Kingdom,294,"394,06"
556831,2021-06-15,13631.0,United Kingdom,20,"160,00"
578234,2021-11-23,13650.0,United Kingdom,130,"298,24"
565730,2021-09-06,14715.0,United Kingdom,169,"347,30"
557123,2021-06-16,15555.0,United Kingdom,194,"164,22"
544811,2021-02-23,12471.0,Germany,201,"388,30"
C559348,2021-07-07,16550.0,United Kingdom,-3,"-3,65"
542367,2021-01-27,00000,United Kingdom,-30,"0,00"
543989,2021-02-15,12415.0,Australia,8384,"14022,92"
C562889,2021-08-10,18172.0,United Kingdom,-2,"-7,50"
563849,2021-08-19,14772.0,United Kingdom,82,"139,26"
547701,2021-03-24,00000,United Kingdom,-7,"0,00"
566587,2021-09-13,14132.0,United Kingdom,266,"347,74"
544825,2021-02-24,15606.0,United Kingdom,78,"305,70"
570472,2021-10-10,00000,United Kingdom,5,"14,10"
544406,2021-02-18,16726.0,United Kingdom,310,"413,22"
578694,2021-11-25,13199.0,United Kingdom,126,"234,24"
580302,2021-12-02,16103.0,United Kingdom,2,"16,50"
544459,2021-02-20,17838.0,United Kingdom,490,"752,14"
560597,2021-07-19,13798.0,United Kingdom,128,"326,40"
547364,2021-03-22,00000,United Kingdom,16,"29,10"
572669,2021-10-25,16549.0,United Kingdom,376,"479,40"
576776,2021-11-16,00000,United Kingdom,-240,"0,00"
543981,2021-02-15,15358.0,United Kingdom,263,"367,76"
C548914,2021-04-05,12669.0,France,-1,"-1136,30"
541996,2021-01-25,18075.0,United Kingdom,188,"333,08"
538669,2020-12-13,12748.0,United Kingdom,1,"0,95"
548011,2021-03-29,14646.0,Netherlands,11116,"15719,56"
561119,2021-07-25,17719.0,United Kingdom,71,"233,51"
579563,2021-11-30,00000,United Kingdom,36,"0,00"
538090,2020-12-09,00000,United Kingdom,-723,"0,00"
558042,2021-06-24,13870.0,United Kingdom,125,"241,47"
557307,2021-06-19,14820.0,United Kingdom,87,"139,77"
574046,2021-11-02,15743.0,United Kingdom,47,"137,56"
536557,2020-12-01,17841.0,United Kingdom,199,"537,38"
547022,2021-03-18,17961.0,United Kingdom,16,"22,24"
546510,2021-03-14,16353.0,United Kingdom,96,"175,72"
570761,2021-10-12,00000,United Kingdom,14,"65,30"
569030,2021-09-30,17450.0,United Kingdom,350,"2800,00"
560439,2021-07-18,00000,United Kingdom,1,"705,45"
549683,2021-04-11,14273.0,United Kingdom,54,"112,80"
570694,2021-10-12,14911.0,EIRE,47,"214,30"
C550752,2021-04-20,13089.0,United Kingdom,-1,"-3,75"
578516,2021-11-24,14591.0,United Kingdom,796,"619,84"
538101,2020-12-09,15380.0,United Kingdom,78,"230,10"
577808,2021-11-22,13403.0,United Kingdom,44,"75,00"
560934,2021-07-22,16722.0,United Kingdom,272,"374,28"
556884,2021-06-15,00000,United Kingdom,-61,"0,00"
571328,2021-10-17,12473.0,Germany,1557,"1697,98"
541215,2021-01-14,14329.0,United Kingdom,740,"1547,58"
551835,2021-05-04,17646.0,United Kingdom,128,"411,54"
C546889,2021-03-17,13971.0,United Kingdom,-8,"-12,30"
550157,2021-04-14,16393.0,United Kingdom,66,"128,25"
552766,2021-05-11,00000,United Kingdom,-56,"0,00"
559693,2021-07-11,00000,United Kingdom,936,"2421,13"
C554302,2021-05-23,12757.0,Portugal,-1,"-1241,98"
553722,2021-05-18,12999.0,United Kingdom,26,"59,10"
556797,2021-06-14,17101.0,United Kingdom,158,"230,58"
576403,2021-11-15,15214.0,United Kingdom,103,"108,43"
568311,2021-09-26,17287.0,United Kingdom,121,"177,89"
554798,2021-05-26,15189.0,United Kingdom,284,"610,60"
549150,2021-04-06,00000,United Kingdom,-47,"0,00"
C554536,2021-05-24,16705.0,United Kingdom,-1,"-2,10"
564302,2021-08-24,15932.0,United Kingdom,338,"302,58"
571429,2021-10-17,15335.0,United Kingdom,80,"173,97"
557493,2021-06-20,00000,United Kingdom,124,"520,96"
547072,2021-03-20,13592.0,United Kingdom,30,"76,72"
542720,2021-01-31,12778.0,Netherlands,117,"134,48"
568713,2021-09-28,13061.0,United Kingdom,107,"248,61"
551514,2021-04-28,17874.0,United Kingdom,20,"94,45"
566247,2021-09-11,16107.0,United Kingdom,84,"316,60"
565805,2021-09-07,18229.0,United Kingdom,186,"348,00"
580033,2021-12-01,14282.0,United Kingdom,130,"270,40"
C569978,2021-10-06,13988.0,United Kingdom,-12,"-25,20"
536769,2020-12-02,17581.0,United Kingdom,375,"668,40"
563442,2021-08-16,17637.0,United Kingdom,215,"338,95"
570710,2021-10-12,00000,United Kingdom,10,"0,00"
551580,2021-05-03,00000,United Kingdom,-5,"0,00"
566969,2021-09-15,15205.0,United Kingdom,182,"176,94"
552236,2021-05-06,16525.0,United Kingdom,162,"529,70"
569647,2021-10-05,12415.0,Australia,240,"828,00"
579008,2021-11-28,17739.0,United Kingdom,166,"389,28"
548164,2021-03-29,00000,United Kingdom,85,"638,23"
546248,2021-03-10,16477.0,United Kingdom,112,"214,50"
577700,2021-11-21,14449.0,United Kingdom,110,"192,40"
564363,2021-08-24,15434.0,United Kingdom,238,"247,50"
574317,2021-11-03,17078.0,United Kingdom,768,"370,40"
561794,2021-07-29,12921.0,United Kingdom,340,"462,91"
557068,2021-06-16,13263.0,United Kingdom,48,"13,44"
565158,2021-09-01,17024.0,United Kingdom,20,"25,00"
558032,2021-06-24,00000,United Kingdom,-7,"0,00"
580376,2021-12-02,00000,United Kingdom,8,"0,00"
547244,2021-03-21,16427.0,United Kingdom,72,"131,26"
577736,2021-11-21,14606.0,United Kingdom,67,"110,92"
545706,2021-03-07,12712.0,Germany,91,"219,30"
537891,2020-12-09,13319.0,United Kingdom,36,"88,80"
578279,2021-11-23,14735.0,United Kingdom,190,"446,58"
C565789,2021-09-07,16735.0,United Kingdom,-17,"-28,05"
C570290,2021-10-10,14665.0,United Kingdom,-238,"-559,52"
564184,2021-08-23,00000,EIRE,734,"767,02"
552545,2021-05-10,13320.0,United Kingdom,106,"188,80"
574909,2021-11-07,13673.0,United Kingdom,55,"213,60"
567140,2021-09-16,15410.0,United Kingdom,151,"361,43"
577528,2021-11-20,15745.0,United Kingdom,63,"177,31"
541866,2021-01-24,16477.0,United Kingdom,223,"417,31"
565750,2021-09-06,14208.0,United Kingdom,114,"151,74"
545716,2021-03-07,00000,United Kingdom,132,"912,69"
559145,2021-07-06,17404.0,Sweden,3242,"2825,10"
567191,2021-09-19,12562.0,France,231,"388,64"
577793,2021-11-21,13468.0,United Kingdom,69,"135,43"
561713,2021-07-29,12901.0,United Kingdom,473,"689,27"
545418,2021-03-02,14473.0,United Kingdom,10,"85,00"
541103,2021-01-13,14215.0,United Kingdom,286,"596,06"
576845,2021-11-16,12991.0,United Kingdom,44,"200,20"
558276,2021-06-28,16422.0,United Kingdom,96,"62,40"
573422,2021-10-31,14292.0,United Kingdom,12,"17,40"
555333,2021-06-02,00000,United Kingdom,-96,"0,00"
577341,2021-11-18,16279.0,United Kingdom,584,"778,60"
539745,2020-12-21,00000,United Kingdom,41,"457,32"
569887,2021-10-06,13882.0,United Kingdom,84,"192,76"
557639,2021-06-21,12933.0,United Kingdom,313,"246,74"
572224,2021-10-21,16558.0,United Kingdom,729,"1256,69"
565769,2021-09-06,16175.0,United Kingdom,164,"300,70"
577825,2021-11-22,17453.0,United Kingdom,59,"144,72"
572062,2021-10-20,16177.0,United Kingdom,95,"331,95"
565419,2021-09-04,13808.0,United Kingdom,216,"573,46"
559546,2021-07-10,14163.0,United Kingdom,308,"909,60"
C542264,2021-01-26,15215.0,United Kingdom,-3,"-29,85"
C559829,2021-07-13,14483.0,United Kingdom,-2,"-7,90"
563465,2021-08-16,16168.0,United Kingdom,48,"134,40"
554275,2021-05-23,14903.0,United Kingdom,406,"686,47"
555917,2021-06-07,17854.0,United Kingdom,20,"199,50"
572222,2021-10-21,17940.0,United Kingdom,600,"192,00"
566301,2021-09-11,16474.0,United Kingdom,56,"114,84"
C567351,2021-09-19,15251.0,United Kingdom,-37,"-84,48"
576419,2021-11-15,00000,United Kingdom,-23,"0,00"
539333,2020-12-17,13627.0,United Kingdom,197,"311,19"
577217,2021-11-18,17324.0,United Kingdom,206,"247,36"
537623,2020-12-07,15858.0,United Kingdom,199,"383,93"
574076,2021-11-02,00000,United Kingdom,1033,"3512,28"
536670,2020-12-02,15260.0,United Kingdom,40,"58,00"
C574003,2021-11-02,14390.0,United Kingdom,-6,"-29,70"
567462,2021-09-20,14446.0,United Kingdom,370,"382,18"
550984,2021-04-21,00000,United Kingdom,1,"0,00"
563747,2021-08-19,13089.0,United Kingdom,304,"481,60"
560857,2021-07-21,00000,United Kingdom,108,"0,00"
551444,2021-04-28,00000,United Kingdom,-4,"0,00"
569218,2021-10-02,15952.0,United Kingdom,112,"253,60"
538151,2020-12-09,16163.0,United Kingdom,92,"441,60"
C540384,2021-01-06,14961.0,United Kingdom,-7,"-16,65"
571007,2021-10-13,13487.0,United Kingdom,52,"166,60"
556519,2021-06-13,16794.0,United Kingdom,3,"3,32"
562573,2021-08-07,13248.0,United Kingdom,54,"78,21"
558101,2021-06-26,18112.0,United Kingdom,110,"196,64"
566315,2021-09-12,15392.0,United Kingdom,314,"326,48"
C554530,2021-05-24,15596.0,United Kingdom,-2,"-16,90"
544636,2021-02-22,18257.0,United Kingdom,12,"35,40"
C576197,2021-11-14,13755.0,United Kingdom,-23,"-6,67"
561888,2021-07-31,14092.0,United Kingdom,258,"360,54"
C564131,2021-08-23,14407.0,United Kingdom,-1,"-16,95"
566262,2021-09-11,15527.0,United Kingdom,108,"277,55"
544772,2021-02-23,00000,United Kingdom,73,"559,72"
558555,2021-06-30,15578.0,United Kingdom,52,"127,10"
563622,2021-08-18,15189.0,United Kingdom,34,"188,10"
570826,2021-10-12,16753.0,United Kingdom,189,"223,92"
546832,2021-03-17,13216.0,United Kingdom,297,"333,74"
567657,2021-09-21,12523.0,France,63,"124,38"
567517,2021-09-20,14211.0,United Kingdom,100,"209,16"
C555723,2021-06-06,15737.0,United Kingdom,-4,"-34,00"
540648,2021-01-10,15061.0,United Kingdom,793,"969,87"
538541,2020-12-13,17428.0,United Kingdom,227,"540,95"
554632,2021-05-25,14287.0,United Kingdom,72,"66,00"
556298,2021-06-10,16581.0,United Kingdom,134,"105,84"
563108,2021-08-12,00000,United Kingdom,37,"0,00"
577818,2021-11-22,13456.0,United Kingdom,195,"256,45"
562932,2021-08-10,16904.0,United Kingdom,321,"282,97"
C545740,2021-03-07,18257.0,United Kingdom,-1,"-8,65"
553000,2021-05-12,17667.0,United Kingdom,32,"62,12"
553666,2021-05-18,12679.0,France,74,"112,32"
565208,2021-09-01,18172.0,United Kingdom,100,"305,96"
577604,2021-11-21,14300.0,United Kingdom,32,"43,20"
C559105,2021-07-06,16393.0,United Kingdom,-6,"-20,23"
550250,2021-04-15,18171.0,United Kingdom,86,"224,14"
565644,2021-09-05,15491.0,United Kingdom,156,"299,16"
550619,2021-04-19,15717.0,United Kingdom,70,"150,30"
566054,2021-09-08,12592.0,Germany,125,"205,80"
564186,2021-08-23,15755.0,United Kingdom,269,"524,10"
C570278,2021-10-10,14534.0,United Kingdom,-24,"-169,92"
536602,2020-12-02,17850.0,United Kingdom,64,"163,76"
550476,2021-04-18,15769.0,United Kingdom,36,"122,04"
537381,2020-12-06,14667.0,United Kingdom,372,"511,56"
540410,2021-01-07,12530.0,Germany,95,"387,40"
556413,2021-06-10,16005.0,United Kingdom,45,"120,49"
570673,2021-10-11,15351.0,United Kingdom,44,"103,40"
542533,2021-01-28,16019.0,United Kingdom,16,"100,80"
542992,2021-02-02,14460.0,United Kingdom,24,"30,00"
575933,2021-11-13,14911.0,EIRE,1200,"1285,44"
536583,2020-12-01,13777.0,United Kingdom,120,"198,00"
569327,2021-10-03,15091.0,United Kingdom,346,"480,71"
570190,2021-10-07,13456.0,United Kingdom,254,"454,76"
567951,2021-09-23,17069.0,United Kingdom,6,"17,34"
538653,2020-12-13,13089.0,United Kingdom,504,"1247,64"
555396,2021-06-02,16529.0,United Kingdom,198,"455,25"
560979,2021-07-22,15232.0,United Kingdom,372,"310,36"
575881,2021-11-11,00000,United Kingdom,1,"1,34"
540548,2021-01-09,14794.0,United Kingdom,34,"179,10"
557139,2021-06-17,00000,United Kingdom,2,"0,00"
568666,2021-09-28,14609.0,United Kingdom,720,"115,20"
542112,2021-01-25,13168.0,United Kingdom,365,"632,18"
565469,2021-09-05,17389.0,United Kingdom,54,"591,30"
556826,2021-06-15,00000,United Kingdom,169,"1093,31"
580684,2021-12-05,13305.0,United Kingdom,156,"213,16"
552226,2021-05-06,00000,United Kingdom,-160,"0,00"
576917,2021-11-17,17613.0,United Kingdom,143,"289,10"
547907,2021-03-28,15083.0,United Kingdom,38,"88,20"
554656,2021-05-25,17663.0,United Kingdom,85,"230,55"
C549692,2021-04-11,13668.0,United Kingdom,-8,"-12,82"
551450,2021-04-28,00000,United Kingdom,-4,"0,00"
580088,2021-12-01,17115.0,United Kingdom,112,"224,68"
553477,2021-05-17,14239.0,United Kingdom,183,"319,21"
546888,2021-03-17,00000,United Kingdom,290,"1273,89"
571705,2021-10-18,12360.0,Austria,491,"1043,78"
C564081,2021-08-22,17949.0,United Kingdom,-150,"-1642,50"
550926,2021-04-21,00000,United Kingdom,8,"0,00"
562984,2021-08-11,17841.0,United Kingdom,226,"403,05"
C553517,2021-05-17,14209.0,United Kingdom,-3,"-6,30"
554129,2021-05-23,14189.0,United Kingdom,326,"306,34"
539826,2020-12-22,15044.0,United Kingdom,167,"615,60"
567329,2021-09-19,13416.0,United Kingdom,48,"275,00"
C572488,2021-10-24,12474.0,Germany,-15,"-38,45"
571610,2021-10-18,13953.0,United Kingdom,400,"500,00"
569577,2021-10-05,12828.0,United Kingdom,152,"245,80"
C548908,2021-04-05,18108.0,United Kingdom,-2,"-6,35"
C559917,2021-07-13,00000,United Kingdom,-1,"-6497,47"
555531,2021-06-05,12678.0,France,1195,"1939,52"
C541707,2021-01-21,18223.0,United Kingdom,-18,"-29,54"
541849,2021-01-23,13230.0,United Kingdom,1,"0,85"
C566209,2021-09-09,16362.0,United Kingdom,-9,"-48,55"
542411,2021-01-27,15864.0,United Kingdom,110,"242,42"
555869,2021-06-07,00000,United Kingdom,1,"5,15"
580391,2021-12-04,00000,United Kingdom,1,"0,00"
559489,2021-07-08,00000,United Kingdom,53,"252,83"
539727,2020-12-21,12678.0,France,25,"71,28"
569640,2021-10-05,12471.0,Germany,962,"2145,38"
536565,2020-12-01,00000,United Kingdom,2,"6,70"
552078,2021-05-06,16748.0,United Kingdom,160,"300,40"
561488,2021-07-27,16609.0,United Kingdom,182,"375,13"
581487,2021-12-09,15694.0,United Kingdom,120,"406,80"
C553031,2021-05-12,13908.0,United Kingdom,-8,"-22,50"
554207,2021-05-23,14573.0,United Kingdom,1,"1,95"
C540389,2021-01-06,14426.0,United Kingdom,-1,"-2,10"
546212,2021-03-10,14156.0,EIRE,2826,"3500,50"
560035,2021-07-14,17706.0,United Kingdom,865,"2204,36"
568087,2021-09-23,00000,United Kingdom,-8,"0,00"
567455,2021-09-20,16029.0,United Kingdom,312,"552,60"
549554,2021-04-10,16779.0,United Kingdom,220,"480,34"
575739,2021-11-11,00000,United Kingdom,1287,"4312,60"
553769,2021-05-19,00000,United Kingdom,200,"0,00"
559254,2021-07-07,16814.0,United Kingdom,154,"300,03"
C541231,2021-01-14,13455.0,United Kingdom,-8,"-42,04"
550528,2021-04-19,17663.0,United Kingdom,81,"188,87"
559609,2021-07-11,13754.0,United Kingdom,132,"126,60"
567160,2021-09-18,14562.0,United Kingdom,22,"154,95"
C552016,2021-05-05,15696.0,United Kingdom,-1,"-2,95"
569817,2021-10-06,00000,United Kingdom,-26,"0,00"
571809,2021-10-19,15039.0,United Kingdom,49,"127,40"
544839,2021-02-24,14841.0,United Kingdom,355,"596,79"
540407,2021-01-07,16839.0,United Kingdom,329,"427,47"
554978,2021-05-29,16889.0,United Kingdom,250,"350,06"
547394,2021-03-22,00000,United Kingdom,1,"0,00"
562430,2021-08-04,18109.0,United Kingdom,472,"270,52"
576609,2021-11-15,15556.0,United Kingdom,236,"279,77"
570265,2021-10-10,15125.0,United Kingdom,24,"82,80"
C557945,2021-06-23,18223.0,United Kingdom,-1,"-2,08"
544660,2021-02-22,15078.0,United Kingdom,299,"590,03"
552653,2021-05-10,00000,United Kingdom,-48,"0,00"
543006,2021-02-02,17975.0,United Kingdom,87,"326,36"
571117,2021-10-13,16224.0,United Kingdom,318,"429,42"
539633,2020-12-20,17230.0,United Kingdom,36,"73,80"
556473,2021-06-12,17265.0,United Kingdom,217,"384,09"
569927,2021-10-06,00000,United Kingdom,9,"0,00"
548641,2021-04-01,16333.0,United Kingdom,312,"577,20"
573769,2021-11-01,13292.0,United Kingdom,214,"329,37"
572197,2021-10-21,18102.0,United Kingdom,28,"89,28"
570275,2021-10-10,13098.0,United Kingdom,1263,"2482,44"
575167,2021-11-08,15153.0,United Kingdom,198,"329,25"
556312,2021-06-10,00000,United Kingdom,-30,"0,00"
553034,2021-05-12,17970.0,United Kingdom,525,"582,59"
562490,2021-08-05,14720.0,United Kingdom,40,"155,80"
C566459,2021-09-12,13236.0,United Kingdom,-5,"-17,58"
565926,2021-09-08,13305.0,United Kingdom,224,"310,20"
560427,2021-07-18,00000,United Kingdom,-2,"0,00"
548988,2021-04-05,17618.0,United Kingdom,86,"346,50"
558417,2021-06-29,14156.0,EIRE,2086,"2822,74"
578923,2021-11-27,14527.0,United Kingdom,50,"253,13"
561381,2021-07-26,17920.0,United Kingdom,22,"110,78"
580730,2021-12-05,00000,United Kingdom,1858,"6870,20"
572687,2021-10-25,00000,United Kingdom,-30,"0,00"
573389,2021-10-30,14895.0,United Kingdom,12,"47,40"
575383,2021-11-09,15986.0,United Kingdom,268,"168,12"
575978,2021-11-13,15903.0,United Kingdom,138,"471,60"
579784,2021-11-30,14258.0,United Kingdom,936,"1371,60"
547879,2021-03-27,12877.0,United Kingdom,60,"83,16"
566253,2021-09-11,13527.0,United Kingdom,19,"11,97"
563367,2021-08-16,16133.0,United Kingdom,117,"303,83"
555493,2021-06-03,13695.0,United Kingdom,228,"340,44"
558265,2021-06-28,12747.0,United Kingdom,92,"376,30"
554919,2021-05-27,13225.0,United Kingdom,300,"537,00"
C566176,2021-09-09,16133.0,United Kingdom,-2,"-3,58"
552038,2021-05-06,14156.0,EIRE,1694,"3869,18"
545586,2021-03-04,00000,United Kingdom,43,"44,85"
C539058,2020-12-15,17633.0,United Kingdom,-10,"-67,50"
C562786,2021-08-09,15581.0,United Kingdom,-1,"-250,00"
574556,2021-11-04,00000,United Kingdom,18,"16,90"
C562438,2021-08-04,14621.0,United Kingdom,-6,"-22,60"
542571,2021-01-28,00000,United Kingdom,-1,"0,00"
554114,2021-05-22,15292.0,United Kingdom,56,"180,94"
C543636,2021-02-10,13767.0,United Kingdom,-1,"-3,75"
537204,2020-12-05,15555.0,United Kingdom,293,"198,43"
549132,2021-04-06,00000,United Kingdom,-70,"0,00"
C560206,2021-07-15,17068.0,United Kingdom,-10,"-20,80"
C543784,2021-02-11,13089.0,United Kingdom,-4,"-30,60"
567172,2021-09-18,18194.0,United Kingdom,632,"973,84"
570458,2021-10-10,14535.0,United Kingdom,863,"1210,28"
566771,2021-09-15,15322.0,United Kingdom,416,"679,68"
564510,2021-08-25,14194.0,United Kingdom,869,"630,68"
565766,2021-09-06,17841.0,United Kingdom,367,"591,86"
C549723,2021-04-11,13995.0,United Kingdom,-12,"-10,20"
555000,2021-05-31,18232.0,United Kingdom,113,"263,13"
570844,2021-10-12,15473.0,United Kingdom,40,"102,00"
545441,2021-03-02,14657.0,United Kingdom,62,"108,32"
560356,2021-07-18,16875.0,United Kingdom,97,"333,11"
558335,2021-06-28,17442.0,United Kingdom,174,"254,18"
C539037,2020-12-15,12666.0,Israel,-56,"-227,44"
559879,2021-07-13,15561.0,United Kingdom,2,"5,10"
539496,2020-12-20,13050.0,United Kingdom,185,"269,50"
580384,2021-12-04,17243.0,United Kingdom,229,"331,28"
558682,2021-07-01,00000,United Kingdom,81,"482,52"
571292,2021-10-16,15311.0,United Kingdom,128,"273,99"
569404,2021-10-04,13319.0,United Kingdom,36,"180,00"
551005,2021-04-26,00000,United Kingdom,91,"674,54"
C543112,2021-02-03,14133.0,United Kingdom,-3,"-12,75"
544084,2021-02-15,14760.0,United Kingdom,40,"89,20"
550242,2021-04-15,13117.0,United Kingdom,100,"65,28"
560018,2021-07-14,15987.0,United Kingdom,183,"287,29"
558086,2021-06-26,16728.0,United Kingdom,18,"24,84"
567063,2021-09-16,00000,United Kingdom,-27,"0,00"
C567690,2021-09-21,15810.0,United Kingdom,-118,"-239,12"
C577392,2021-11-18,16560.0,United Kingdom,-6,"-24,90"
566774,2021-09-15,12921.0,United Kingdom,116,"272,10"
557601,2021-06-21,18252.0,United Kingdom,18,"69,90"
572737,2021-10-25,13384.0,United Kingdom,174,"298,26"
545565,2021-03-03,00000,United Kingdom,-10,"0,00"
567909,2021-09-22,13012.0,United Kingdom,95,"193,53"
540939,2021-01-12,15061.0,United Kingdom,2,"2,46"
567632,2021-09-21,13946.0,United Kingdom,180,"75,60"
542108,2021-01-25,17460.0,United Kingdom,42,"133,50"
567941,2021-09-22,13519.0,United Kingdom,23,"122,75"
536423,2020-12-01,18085.0,United Kingdom,78,"303,90"
550806,2021-04-20,14334.0,United Kingdom,178,"268,68"
548327,2021-03-30,16788.0,United Kingdom,187,"297,17"
541206,2021-01-14,14646.0,Netherlands,8210,"10389,06"
575654,2021-11-10,15238.0,United Kingdom,115,"299,21"
542895,2021-02-01,14549.0,United Kingdom,136,"289,24"
559503,2021-07-08,00000,United Kingdom,1,"0,00"
549746,2021-04-12,15251.0,United Kingdom,1918,"2846,02"
560728,2021-07-20,12520.0,Germany,154,"348,29"
